,Provider,Product Name,State,Secured Card,Targeted Credit Tiers,APRVariableFixed,APR Credit 1,APR Credit 2,APR Credit 3,Introductory APR Offered?,Intro APR Credit 1,Intro APR Credit 2,Intro APR Credit 3,Intro APR Length,Balance Transfer APR Credit 1,Balance Transfer APR Credit 2,Balance Transfer APR Credit 3,Balance Transfer APR Length,Balance Transfer Grace Period,Grace Period Offered?,Grace Period,Minimum Finance Charge?,Minimum Finance Charge (Dollars),Annualized Periodic Fees,Other Periodic Fee Name,Other Periodic Fee Amount,Other Periodic Fee Frequency,Fee Varies?,Minimum,Maximum,Fee Explanation,Purchase Transaction Fees,Purchase Transaction Fee Type,Purchase Transaction Fee ($),Purchase Transaction Fee (%),Minimum Purchase Transaction Fee Amount,Purchase Transaction Fee Calculation,Fee Varies?.1,Minimum.1,Maximum.1,Fee Explanation.1,Balance Transfer Fees?,Balance Transfer Fee Types,Balance Transfer Fee ($),Balance Transfer Fee (%),Minimum Balance Transfer Fee Amount,Balance Transfer Fee Calculation,Fee Varies?.2,Minimum.2,Maximum.2,Fee Explanation.2,Cash Advance Fees?,Cash Advance Fee For Each Transaction,Cash Advance Fee Types,Amount (Dollars) - Transaction Fee,Amount (Percent) - Transaction Fee,Minimum Cash Advance Fee Amount,Cash Advance Fee Calculation,Fee Varies?.3,Minimum.3,Maximum.3,Fee Explanation.3,Foreign Transaction Fees?,Foreign Transaction Fees Types,Foreign Transaction Fee ($),Foreign Transaction Fee (%),Minimum Foreign Transaction Fee Amount,Foreign Transaction Fee Calculation,Fee Varies?.4,Minimum.4,Maximum.4,Fee Explanation.4,Late Fee,Very Late Fee,Over Limit Fees?,Over Limit Fee Types,Amount (Dollars) - Over Credit Limit,Overlimit Fee Detail,Fee Varies?.6,Minimum.6,Maximum.6,Fee Explanation.6,Other Fees,Additional Fees,Other Fee Name,Other Fee Amount,Other Fee Explanation,Other Fee Name.1,Other Fee Amount.1,Other Fee Explanation.1,Other Fee Name.2,Other Fee Amount.2,Other Fee Explanation.2,Other Fee Name.3,Other Fee Amount.3,Other Fee Explanation.3,Other Fee Name.4,Other Fee Amount.4,Other Fee Explanation.4,Fee Varies?.7,Minimum.7,Maximum.7,Fee Explanation.7,Services,Other Services,Rewards,Other Rewards,Card Features,Other Card Features,Contact Information Types,Website for Consumer,Telephone Number for Consumers,Created Date
531,"CAPITAL ONE, NATIONAL ASSOCIATION",West Elm Key Rewards Visa,,No,"""3""",V,999.0,999.0,999.0,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,No,,0.0,,,,,,,,No,,,,,,,,,,No,,,,,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$3.00 ,,,,,,No,,,,,,,,,,0.0,40.0,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Visa.,Other rewards,Points,Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning,,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,4/26/2023
532,"CAPITAL ONE, NATIONAL ASSOCIATION",Pottery Barn Key Rewards Visa,,No,"""3""",V,999.0,999.0,999.0,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,No,,0.0,,,,,,,,No,,,,,,,,,,No,,,,,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$3.00 ,,,,,,No,,,,,,,,,,0.0,40.0,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Visa.,Other rewards,Points,Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning,,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,4/26/2023
533,"CAPITAL ONE, NATIONAL ASSOCIATION",Williams Sonoma Key Rewards Visa,,No,"""3""",V,999.0,999.0,999.0,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,No,,0.0,,,,,,,,No,,,,,,,,,,No,,,,,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$3.00 ,,,,,,No,,,,,,,,,,0.0,40.0,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Visa.,Other rewards,Points,Contactless Payments; Chip card; Fee-free foreign transactions,,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,4/26/2023
534,"CAPITAL ONE, NATIONAL ASSOCIATION",Saksfirst World Elite Mastercard,,No,"""3""",V,999.0,999.0,999.0,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,No,,0.0,,,,,,,,No,,,,,,,,,,No,,,,,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$3.00 ,,,,,,No,,,,,,,,,,0.0,40.0,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Other rewards,Points,Contactless Payments; Chip card; Fee-free foreign transactions,,Phone; Website,https://www.saksfifthavenue.com/saks-first,800-903-9177,4/26/2023
543,Comenity Bank,Victoria's Secret Mastercard,,No,"""23""",V,999.0,27.99,26.49,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$2.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge, Hotel Theft Protection, Lost Luggage Insurance, Tr",Other rewards,"5% back in rewards at Victoria's Secret and PINK (10 points/ $1 spent); 2% back in rewards on Dining, Travel and Streaming Services (4 points/ $1 spent); 1% back in rewards on everything else; $10 reward issued for every 2000 points earned; $10 reward bir",Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/victoriassecretmastercard/public/credit-card-agreement,1-844-271-2596,4/26/2023
544,Comenity Bank,Caesars Rewards Visa,,No,"""23""",V,999.0,27.24,22.24,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$2.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$5.00 ,3.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge, Hotel Theft Protection, Lost Luggage Insurance, Tr",Other rewards,"5 Rewards Credits for every $1 spent at Caesars Rewards destination; 2 Reward Credits for every $1 spent on restaurant, travel and entertainment; 1 Rewards Credit for every $1 spent everywhere else Visa is accepted; no cap on earning as long as one Reward",Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/caesarsrewardsvisa/public/credit-card-agreement,1-855-381-5715,4/26/2023
545,Comenity Bank,Sportsman's Guide Buyer's Club Rewards Visa,,No,"""23""",V,999.0,27.99,26.49,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$1.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00 ,3.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge",Other rewards,"Additional 2.5% Discount on all merchandise you buy from The Guide; 1% back in rewards points on spend made outside Sportsman's Guide; $10 Reward Certificate for every 1,000 reward points earned; $40 Reward Certificate when you spend $500 outside Sportsma",Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/sportsmansguide/public/credit-card-agreement,1-888-252-5557,4/26/2023
546,Comenity Bank,Sony Visa,,No,"""23""",V,999.0,24.99,17.74,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$2.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge",Other rewards,"5 Points for every $1 spent on Sony store purchases and Sony products at authorized retailers; 5 Points for every $1 spent on Entertainment; 2 Points for every $1 spent on Restaurants, Ride Share, and Cable/Internet Bill Payments; 1 point for every $1 spe",Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/sonyvisa/public/credit-card-agreement,1-866-518-3992 (Visa) or 1-800-695-5772,4/26/2023
547,Comenity Bank,Ann Taylor Mastercard,,No,"""23""",V,999.0,27.24,26.49,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$1.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00 ,3.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$25.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $25. This fee will not exceed the amount permitted by law.",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Mastercard ID Theft Protection, Priceless Experiences, Mastercard Golf, Mastercard Airport Concierge",Other rewards,"$20 off when you open and use your credit card immediately upon open; 5 points for every $1 spent at Ann Taylor, Ann Taylor Factory, AnnTaylor.com, LOFT, LOFT Outlet or LOFT.com; 2 points for every $1 spent on gas and grocery store purchases; 1 point for",Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/anntaylorcard/public/credit-card-agreement,1-866-886-1009 (LOFT) or 1-888-292-5707,4/26/2023
548,Comenity Bank,PlayStation Visa,,No,"""23""",V,999.0,24.99,17.74,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$2.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge",Other rewards,REE $75 game when you open and spend $500 on purchases outside of PlayStation and Sony within 60 days of account opening; $50 PlayStation store code when you open and use card within 60 days of account opening; 5 points for every $1 spent on purchases dir,Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/playstationvisa/public/credit-card-agreement,1-866-281-2504 (Visa) or 1-866-284-2811,4/26/2023
549,Comenity Bank,LOFT Mastercard,,No,"""23""",V,999.0,27.99,27.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$1.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00 ,3.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$25.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $25. This fee will not exceed the amount permitted by law.",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Mastercard ID Theft Protection, Priceless Experiences, Mastercard Golf, Mastercard Airport Concierge",Other rewards,"$20 off when you open and use your credit card immediately upon open; 5 points for every $1 spent at LOFT, LOFT Outlet, Ann Taylor, Ann Taylor Factory or AnnTaylor.com; 2 points for every $1 spent on gas and grocery store purchases; 1 point for every $1",Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/loftcard/public/credit-card-agreement,1-866-886-1009 (LOFT) or 1-888-292-5707,4/26/2023
550,Comenity Capital Bank,Sephora Visa,,No,"""23""",V,999.0,28.74,19.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$2.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00 ,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$10.00 ,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge",Other rewards,25% off your first purchase at Sephora when you open and use your card within 30 days of account opening; 2x Beauty Insider Points for every $1 spent at Sephora; 4% rewards earning at Sephora in store or online; 1% rewards everywhere else Visa is accepted,Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/sephoravisa/public/credit-card-agreement,1-866-841-5037,4/26/2023
551,Comenity Capital Bank,IKEA Visa,,No,"""23""",F,999.0,21.99,21.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$2.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00 ,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00 ,,,,,,No,,,,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge",Other rewards,"$25 off first purchase on in-store applications OR $25 dollar statement credit after immediate first purchase for online applications; 5% back in Rewards on IKEA Purchases, Traemand installation services, and TaskRabbit assembly services; 3% back in Rewar",Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/ikeavisa/public/credit-card-agreement,1-866-387-6145,4/26/2023
552,Comenity Capital Bank,Lands' End Visa,,No,"""23""",V,999.0,28.74,21.49,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,25.0,Yes,$2.00 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00 ,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00 ,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,30.0,41.0,No,,,,,,,,Yes,Yes,Returned Payment Fee,$30.00 ,"If you make a payment that is not honored, we charge a Returned Payment Fee even if the payment is honored on resubmission. The fee is $30.00 if you were not charged a Returned Payment Fee in the same or the prior six billing periods. Otherwise, it is $41",Alternative Payment Method Fee,$15.00 ,"We may allow you to make an expedited payment over the phone. If you do, we may charge a fee. Currently, that fee is up to $15. We’ll let you know the current fee before you authorize any payment and you can withdraw your request if you don’t want to pay ",,,,,,,,,,,,,,Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Dovly Uplift, ID Navigator Powered by NortonLifeLock, Roadside Dispatch, Shipt same-day delivery, Sofar Sounds (live music), Travel & Emergency Assitance Services, Skillshare (online learning), Concierge",Other rewards,"50% off your first Lands' End Credit Card purchase at landsend.com at time of account opening; 5 points for every $1 spent on landsend.com or Lands' End store purchases; 2 points for every $1 spent on qualifying purchases at gas stations, travel, or resta",Contactless Payments; Chip card; Mobile wallet provisioning,,Phone; Website,https://d.comenity.net/ac/landsendvisa/public/credit-card-agreement,1-800-934-7835,4/26/2023
